number,rank,time_id,title,label,上榜时间,最后时间,life_span,date,date_date,date_time,charCount,title_cut
3,21,1306,马思纯演技,4.0,2019-10-27 08:22:02,2019-10-27 16:18:01,28559,2019-10-27 12:00:02,2019-10-27,12:00:02,5,马思纯 演技
3,22,1306,中国人元代就打高尔夫,3.0,2019-10-27 10:46:01,2019-10-27 13:08:02,8521,2019-10-27 12:00:02,2019-10-27,12:00:02,10,中国 人 元代 打高尔夫
3,23,1306,身骑白马走三关,3.0,2019-10-27 09:06:01,2019-10-27 15:08:01,21720,2019-10-27 12:00:02,2019-10-27,12:00:02,7,身骑 白马 走三关
3,24,1306,成都马拉松,3.0,2019-10-27 08:52:01,2020-11-29 11:26:01,9240,2019-10-27 12:00:02,2019-10-27,12:00:02,5,成都 马拉松
3,25,1306,糖小幽披着FPX队旗冲出来,4.0,2019-10-27 08:06:01,2019-10-27 13:02:01,17760,2019-10-27 12:00:02,2019-10-27,12:00:02,13,糖小幽 披 FPX 队旗 出来
3,26,1306,周杰伦 五月天是一辈子,4.0,2019-10-27 08:50:02,2019-10-27 16:04:01,26039,2019-10-27 12:00:02,2019-10-27,12:00:02,11,周杰伦   五月天 一辈子
3,27,1306,文淇反串男孩,4.0,2019-10-27 08:44:01,2019-10-27 16:04:01,26400,2019-10-27 12:00:02,2019-10-27,12:00:02,6,文淇 反串 男孩
3,28,1306,未成年人严重犯罪的惩治,2.0,2019-10-27 07:46:02,2019-10-27 15:06:02,26400,2019-10-27 12:00:02,2019-10-27,12:00:02,11,未成年人 严重 犯罪 惩治
3,29,1306,央视主播谈未成年人犯罪,2.0,2019-10-26 23:26:02,2019-10-27 14:32:01,54359,2019-10-27 12:00:02,2019-10-27,12:00:02,11,央视 主播 谈 未成年人 犯罪
3,30,1306,是否应降低未成年人刑事责任年龄,2.0,2019-10-27 11:02:01,2019-10-27 14:58:02,14161,2019-10-27 12:00:02,2019-10-27,12:00:02,15,是否 应 降低 未成年人 刑事责任 年龄
3,31,1306,李权哲 话筒,4.0,2019-10-27 09:42:01,2019-10-27 15:02:01,19200,2019-10-27 12:00:02,2019-10-27,12:00:02,6,李权 哲   话筒
3,32,1306,白夜行,4.0,2019-10-27 08:44:01,2019-10-27 12:32:01,13680,2019-10-27 12:00:02,2019-10-27,12:00:02,3,白夜 行
3,33,1306,我们很好,3.0,2019-10-27 09:48:02,2019-10-27 12:44:01,10559,2019-10-27 12:00:02,2019-10-27,12:00:02,4,很 好
3,34,1306,年少时候最美好的样子,3.0,2019-10-27 10:04:02,2019-10-27 14:44:02,16800,2019-10-27 12:00:02,2019-10-27,12:00:02,10,年少 最 美好 样子
3,35,1306,Rookie 对线,4.0,2019-10-27 08:42:01,2019-10-27 13:06:02,15841,2019-10-27 12:00:02,2019-10-27,12:00:02,9,Rookie   对线
3,36,1306,王晨艺工作狂,4.0,2019-10-27 08:40:02,2019-10-27 12:06:01,12359,2019-10-27 12:00:02,2019-10-27,12:00:02,6,王晨艺 工作狂
3,37,1306,周震南问于小彤干嘛录陈小纭,4.0,2019-10-26 21:00:02,2019-10-27 14:00:02,61200,2019-10-27 12:00:02,2019-10-27,12:00:02,13,周震南 问于 小彤 干嘛 录 陈小纭
3,38,1306,iG采访,4.0,2019-10-27 05:34:01,2019-10-27 12:38:01,25440,2019-10-27 12:00:02,2019-10-27,12:00:02,4,iG 采访
3,39,1306,罗斯状态好,4.0,2019-10-27 10:56:02,2019-10-27 12:42:02,6360,2019-10-27 12:00:02,2019-10-27,12:00:02,5,罗斯 状态 好
3,40,1306,英雄联盟,4.0,2019-10-26 22:14:01,2020-11-12 15:52:02,63481,2019-10-27 12:00:02,2019-10-27,12:00:02,4,英雄 联盟
3,41,1306,没事千万不要看热闹,3.0,2019-10-26 22:40:02,2019-10-27 13:00:01,51599,2019-10-27 12:00:02,2019-10-27,12:00:02,9,没事 千万 不要 看热闹
3,42,1306,Jennie 中短发,4.0,2019-10-27 11:56:01,2019-10-27 19:48:01,28320,2019-10-27 12:00:02,2019-10-27,12:00:02,10,Jennie   中 短发
3,43,1306,任素汐赞李宇春,4.0,2019-10-27 11:56:01,2019-10-27 18:28:01,23520,2019-10-27 12:00:02,2019-10-27,12:00:02,7,任素 汐赞 李宇春
3,44,1306,鹈鹕三连败,3.0,2019-10-27 11:42:01,2019-10-27 12:12:01,1800,2019-10-27 12:00:02,2019-10-27,12:00:02,5,鹈鹕 三 连败
3,45,1306,李权哲 卜凡,4.0,2019-10-27 11:58:01,2019-10-27 16:46:02,17281,2019-10-27 12:00:02,2019-10-27,12:00:02,6,李权 哲   卜凡
3,46,1306,LPL保送决赛,4.0,2019-10-27 01:30:01,2019-10-27 12:48:01,40680,2019-10-27 12:00:02,2019-10-27,12:00:02,7,LPL 保送 决赛
3,47,1306,队友把奖牌挂满替补队员的胸前,3.0,2019-10-26 23:16:01,2019-10-27 12:20:01,47040,2019-10-27 12:00:02,2019-10-27,12:00:02,14,队友 奖牌 挂满 替补队员 胸前
3,48,1306,浪客行,4.0,2019-10-26 00:04:02,2019-11-24 06:58:02,24840,2019-10-27 12:00:02,2019-10-27,12:00:02,3,浪客 行
3,49,1306,滚石发布高清版明天会更好,4.0,2019-10-27 10:04:02,2019-10-27 12:28:02,8640,2019-10-27 12:00:02,2019-10-27,12:00:02,12,滚石 发布 高清 版 明天 会 更好
5,1,2026,岳云鹏打翻媳妇化妆品,4.0,2019-10-28 08:34:02,2019-10-28 14:54:01,22799,2019-10-28 12:00:02,2019-10-28,12:00:02,10,岳云鹏 打翻 媳妇 化妆品
5,2,2026,大连杀人男孩被收容三年,2.0,2019-10-28 10:32:02,2019-10-29 06:28:02,71760,2019-10-28 12:00:02,2019-10-28,12:00:02,11,大连 杀人 男孩 收容 三年
5,3,2026,高云翔性侵案终审开庭,4.0,2019-10-28 10:54:01,2019-10-28 15:44:01,17400,2019-10-28 12:00:02,2019-10-28,12:00:02,10,高云 翔性 侵案 终审 开庭
5,4,2026,王一博吃香蕉,4.0,2019-10-28 09:32:01,2019-10-28 16:32:01,25200,2019-10-28 12:00:02,2019-10-28,12:00:02,6,王一博 吃 香蕉
5,5,2026,英货车藏尸案司机今天出庭,2.0,2019-10-28 10:40:02,2019-10-28 15:36:02,17760,2019-10-28 12:00:02,2019-10-28,12:00:02,12,英 货车 藏 尸案 司机 今天 出庭
5,6,2026,越南老人哭诉儿子为何偷渡,2.0,2019-10-28 09:00:02,2019-10-28 18:30:02,34200,2019-10-28 12:00:02,2019-10-28,12:00:02,12,越南 老人 哭诉 儿子 偷渡
5,7,2026,央视主播用武汉话点赞武汉,3.0,2019-10-28 08:52:01,2019-10-28 16:44:01,28320,2019-10-28 12:00:02,2019-10-28,12:00:02,12,央视 主播 武汉 话点 赞 武汉
5,8,2026,还没排到座位就已调好蘸料,3.0,2019-10-28 09:30:01,2019-10-28 17:12:01,27720,2019-10-28 12:00:02,2019-10-28,12:00:02,12,还 没排 座位 已 调好 蘸 料
5,9,2026,被动佛系女生,3.0,2019-10-28 11:00:02,2019-10-28 17:24:01,23039,2019-10-28 12:00:02,2019-10-28,12:00:02,6,被动 佛系 女生
5,10,2026,易烊千玺 工装,4.0,2019-10-28 08:58:01,2019-10-28 14:44:01,20760,2019-10-28 12:00:02,2019-10-28,12:00:02,7,易 烊 千玺   工装
5,11,2026,付费自习室最低收费28元一天,3.0,2019-10-28 08:10:01,2019-10-28 16:40:01,30600,2019-10-28 12:00:02,2019-10-28,12:00:02,14,付费 自习室 最低 收费 28 元 一天
5,12,2026,干涸近300年的哈拉奇又回来了,2.0,2019-10-28 08:30:01,2019-10-28 15:04:01,23640,2019-10-28 12:00:02,2019-10-28,12:00:02,15,干涸 近 300 年 哈拉 奇 回来
5,13,2026,争议数学题该不该有标准答案,3.0,2019-10-28 11:04:01,2019-10-28 14:50:01,13560,2019-10-28 12:00:02,2019-10-28,12:00:02,13,争议 数学题 该不该 标准答案
5,14,2026,怎么看待客户骂客服的现象,3.0,2019-10-28 11:24:01,2019-10-28 15:02:01,13080,2019-10-28 12:00:02,2019-10-28,12:00:02,12,看待 客户 骂 客服 现象
5,15,2026,为宿舍阿姨唱世上只有妈妈好,3.0,2019-10-28 10:08:02,2019-10-28 13:52:01,13439,2019-10-28 12:00:02,2019-10-28,12:00:02,13,宿舍 阿姨 唱 世上 妈妈 好
5,16,2026,沈梦辰快乐家族为杜海涛庆生,4.0,2019-10-28 09:42:02,2019-10-28 14:48:01,18359,2019-10-28 12:00:02,2019-10-28,12:00:02,13,沈梦辰 快乐 家族 杜 海涛 庆生
5,17,2026,大学生该不该超前消费,3.0,2019-10-28 11:34:02,2019-10-28 15:20:01,13559,2019-10-28 12:00:02,2019-10-28,12:00:02,10,大学生 该不该 超前消费
5,18,2026,追我吧定档,4.0,2019-10-28 11:30:01,2019-10-28 18:52:01,26520,2019-10-28 12:00:02,2019-10-28,12:00:02,5,追 定 档
5,19,2026,少年的你,4.0,2019-10-25 20:42:02,2019-10-31 07:00:01,37079,2019-10-28 12:00:02,2019-10-28,12:00:02,4,少年
5,20,2026,肖战阿云嘎同框,4.0,2019-10-28 10:28:01,2019-10-28 17:02:01,23640,2019-10-28 12:00:02,2019-10-28,12:00:02,7,肖战 阿云嘎 同框
5,21,2026,韩国猪肉价格走低,3.0,2019-10-28 09:36:01,2019-10-28 14:14:01,16680,2019-10-28 12:00:02,2019-10-28,12:00:02,8,韩国 猪肉 价格 走低
5,22,2026,薄荷糖女生,3.0,2019-10-28 11:00:02,2019-10-28 16:06:01,18359,2019-10-28 12:00:02,2019-10-28,12:00:02,5,薄荷糖 女生
5,23,2026,多家景区关停玻璃桥,2.0,2019-10-28 11:52:02,2019-10-28 17:12:01,19199,2019-10-28 12:00:02,2019-10-28,12:00:02,9,多家 景区 关停 玻璃 桥
5,24,2026,北京大风,2.0,2019-10-28 07:26:02,2020-10-21 15:02:02,27360,2019-10-28 12:00:02,2019-10-28,12:00:02,4,北京 大风
5,25,2026,易烊千玺人形立牌,4.0,2019-10-28 10:36:01,2019-10-28 17:18:02,24121,2019-10-28 12:00:02,2019-10-28,12:00:02,8,易 烊 千玺 人形 立牌
5,26,2026,何猷君否认奖励说,1.0,2019-10-28 08:34:02,2019-10-28 12:54:01,15599,2019-10-28 12:00:02,2019-10-28,12:00:02,8,何猷 君 否认 奖励 说
5,27,2026,甘肃夏河县5.7级地震,2.0,2019-10-28 02:24:01,2019-10-28 17:32:01,54480,2019-10-28 12:00:02,2019-10-28,12:00:02,11,甘肃 夏河县 5.7 级 地震
5,28,2026,消防力量已到达甘肃震中,2.0,2019-10-28 07:18:02,2019-10-28 14:02:01,24239,2019-10-28 12:00:02,2019-10-28,12:00:02,11,消防 力量 已 到达 甘肃 震中
5,29,2026,Nuguri好惨,4.0,2019-10-28 08:20:01,2019-10-28 20:06:01,42360,2019-10-28 12:00:02,2019-10-28,12:00:02,8,Nuguri 好惨
5,30,2026,林俊杰方回应吊水针被卖,4.0,2019-10-28 11:48:01,2019-10-28 15:16:02,12481,2019-10-28 12:00:02,2019-10-28,12:00:02,11,林俊杰 方 回应 吊 水针 卖
5,31,2026,医院回应林俊杰吊水针头被卖,2.0,2019-10-28 08:10:01,2019-10-28 13:52:01,20520,2019-10-28 12:00:02,2019-10-28,12:00:02,13,医院 回应 林俊杰 吊水 针头 卖
5,32,2026,LPL内战,4.0,2019-10-27 08:38:02,2019-10-28 20:04:01,41159,2019-10-28 12:00:02,2019-10-28,12:00:02,5,LPL 内战
5,33,2026,区块链到底是啥,3.0,2019-10-28 10:42:02,2019-10-28 15:46:02,18240,2019-10-28 12:00:02,2019-10-28,12:00:02,7,区块 链 到底
5,34,2026,我们的歌,4.0,2019-10-27 22:26:01,2020-12-07 10:10:02,42241,2019-10-28 12:00:02,2019-10-28,12:00:02,4,歌
5,35,2026,吴宣仪错位图,4.0,2019-10-28 08:06:01,2019-10-28 14:36:02,23401,2019-10-28 12:00:02,2019-10-28,12:00:02,6,吴宣仪 错位 图
5,36,2026,这股冷空气的带风能力太强,3.0,2019-10-28 11:06:01,2019-10-28 14:12:01,11160,2019-10-28 12:00:02,2019-10-28,12:00:02,12,股 冷空气 带风 能力 太强
5,37,2026,当你闻到室友带饭回来,3.0,2019-10-28 07:22:01,2019-10-28 13:06:01,20640,2019-10-28 12:00:02,2019-10-28,12:00:02,10,闻到 室友 带饭 回来
5,38,2026,当你夸完妈妈做的菜好吃,3.0,2019-10-28 08:42:01,2019-10-28 13:52:01,18600,2019-10-28 12:00:02,2019-10-28,12:00:02,11,夸 完 妈妈 做 菜 好吃
5,39,2026,童年的动画片你还记得哪些,3.0,2019-10-28 11:02:01,2019-10-28 15:32:01,16200,2019-10-28 12:00:02,2019-10-28,12:00:02,12,童年 动画片 还 记得
5,40,2026,杀人回忆原型清晰长相,3.0,2019-10-28 11:42:02,2019-10-28 16:10:02,16080,2019-10-28 12:00:02,2019-10-28,12:00:02,10,杀人 回忆 原型 清晰 长相
5,41,2026,北京地铁,3.0,2019-10-28 09:28:01,2020-10-20 11:32:02,7441,2019-10-28 12:00:02,2019-10-28,12:00:02,4,北京地铁
5,42,2026,学生时代最害怕的一门课,3.0,2019-10-28 11:46:01,2019-10-28 13:52:01,7560,2019-10-28 12:00:02,2019-10-28,12:00:02,11,学生 时代 最 害怕 一门 课
5,43,2026,朝外SOHO路牌,3.0,2019-10-28 11:58:02,2019-10-28 15:04:01,11159,2019-10-28 12:00:02,2019-10-28,12:00:02,8,朝外 SOHO 路牌
5,44,2026,许魏洲外婆是费玉清粉丝,4.0,2019-10-28 07:16:02,2019-10-28 12:18:01,18119,2019-10-28 12:00:02,2019-10-28,12:00:02,11,许魏洲 外婆 费玉清 粉丝
5,45,2026,大连男孩父母未参与,3.0,2019-10-27 20:36:02,2019-10-28 13:12:01,59759,2019-10-28 12:00:02,2019-10-28,12:00:02,9,大连 男孩 父母 未 参与
5,46,2026,天天向上,4.0,2019-10-27 23:08:02,2020-12-07 10:08:01,39599,2019-10-28 12:00:02,2019-10-28,12:00:02,4,天天向上
5,47,2026,s9半决赛赛程,4.0,2019-10-28 07:54:01,2019-10-28 12:24:01,16200,2019-10-28 12:00:02,2019-10-28,12:00:02,7,s9 半决赛 赛程
5,48,2026,雷霆大胜勇士,3.0,2019-10-28 08:22:01,2019-10-28 12:06:01,13440,2019-10-28 12:00:02,2019-10-28,12:00:02,6,雷霆 大胜 勇士
5,49,2026,心疼陈念,4.0,2019-10-27 21:12:01,2019-10-28 12:24:01,54720,2019-10-28 12:00:02,2019-10-28,12:00:02,4,心疼 陈念
